TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType_Debit,Channel_Branch,Channel_Online,TransactionAmount_log,TransactionDuration_log,AccountBalance_log,TransactionAmount_Binned,CustomerAge_Binned,Cluster
201.33,42,186,1,2585.07,False,True,False,0.21890547435162405,0.9143417350323835,-0.22504321425624946,2,0,3
298.42,56,225,1,3014.75,True,True,False,0.5536824169603702,1.1813430312202646,-0.08520443683136157,2,2,3
521.06,25,128,1,1951.42,True,True,False,1.0285277137180175,0.39099029506951877,-0.4807497322843799,0,3,1
117.28,60,16,1,3665.77,False,False,True,-0.23963439991316574,-2.4655525425671234,0.09261999556974146,2,2,0
189.12,32,103,1,977.01,False,True,False,0.16574003110515229,0.0873482131881615,-1.1096726831622028,2,0,1
133.55,44,220,1,3846.28,True,False,False,-0.12955211463577737,1.149808709427697,0.1363388208448287,2,0,3
143.21,35,135,1,6374.82,True,False,True,-0.07033073437698378,0.4654731144142504,0.5959016750709409,2,0,3
24.77,62,55,1,5866.01,True,False,False,-1.5412068310907663,-0.7852032705387315,0.5202389845953365,1,1,2
233.92,26,280,1,6537.62,False,False,True,0.3464666817424585,1.488365387342672,0.6188398870138474,2,3,3
232.12,37,51,1,6689.87,True,False,False,0.339896920345678,-0.8896603391389625,0.6397805827264592,2,0,0
162.63,22,113,1,634.17,True,False,True,0.03757864891402019,0.21675328516152695,-1.5023506717601443,2,3,1
91.53,44,69,1,14676.05,True,True,False,-0.44934382395984346,-0.4706767685994005,1.354435969091354,1,0,3
120.29,19,77,1,1362.39,True,True,False,-0.21817019340520744,-0.31814697314373147,-0.8074410248744887,2,3,1
174.25,50,67,1,10528.34,True,False,True,0.09617740636325689,-0.5115354379128743,1.0522863951345511,2,2,3
183.71,38,102,1,552.52,True,False,False,0.1410824197353112,0.07372950440979827,-1.6275291711463735,2,0,1
345.39,58,80,1,6451.96,False,False,True,0.6781456965844445,-0.264951022498609,0.6068426807725124,0,2,3
259.91,49,170,1,7176.86,True,False,True,0.4360917759260216,0.7882666511567585,0.7036980672691413,2,2,3
154.71,34,157,1,1523.72,True,False,True,-0.0047972428060803025,0.6768175595032009,-0.7056964023370781,2,0,1
24.56,64,69,1,9869.93,True,True,False,-1.548195723824385,-0.4706767685994005,0.9935416399689979,1,1,2
568.07,48,115,1,10556.81,True,False,False,1.1021722626558945,0.24126738814848886,1.054742956270059,0,2,3
9.61,58,179,1,12883.91,False,False,True,-2.2991807057741567,0.8605658521045079,1.2359593255186285,1,2,2
392.96,24,100,1,791.65,True,False,True,0.7880596237927018,0.046090866063135554,-1.300848346610587,0,3,1
716.93,60,34,1,4064.02,False,False,True,1.3006470786522464,-1.4476853209265257,0.18642326673453738,0,2,0
223.85,53,55,4,2929.91,True,False,False,0.3090456100305128,-0.7852032705387315,-0.11116503845690749,2,2,0
230.66,21,135,1,618.05,True,True,False,0.33453074605718786,0.4654731144142504,-1.5257375882044586,2,3,1
442.12,19,260,1,1375.8,True,False,True,0.8884987365779953,1.384294120138952,-0.7985365297413831,0,3,1
644.17,29,72,1,1143.52,True,False,False,1.209375434322805,-0.4115271643577854,-0.9666392654728461,0,3,1
508.68,51,127,1,7708.41,False,True,False,1.0080288804829431,0.38002117050183826,0.7686917948350639,0,2,3
858.63,27,185,1,1872.96,False,True,False,1.4545029086779062,0.9067839400169105,-0.518064334585463,0,3,1
25.36,57,78,1,201.04,True,False,False,-1.5218719835180752,-0.3001909928239237,-2.5444164808635894,1,2,1
147.62,71,133,1,2115.8,True,True,False,-0.044602275112408274,0.44459087479545817,-0.4072083247099341,2,1,1
115.02,37,175,1,7643.66,True,True,False,-0.25611251536991203,0.8288897911199714,0.7610185940231615,2,0,3
383.37,30,24,1,8901.93,True,True,False,0.7670104653592589,-1.9219514826008728,0.8996418063115547,0,3,0
98.54,20,167,1,9383.43,False,False,True,-0.38696899800878015,0.7633186477836235,0.9475603265959288,1,3,3
83.24,55,164,1,1181.31,False,True,False,-0.5295157986374781,0.7379211067274094,-0.9370858173368323,1,2,1
196.16,27,146,1,9418.86,True,True,False,0.19679659146151587,0.575102759070177,0.9509885763933624,2,3,3
129.94,32,235,1,7954.92,True,False,False,-0.15278182119675493,1.2423709783804504,0.7973262271539004,2,0,3
306.9,46,51,1,9418.08,True,False,True,0.5775365928244026,-0.8896603391389625,0.9509132415528776,2,2,0
114.98,59,80,1,6144.68,True,False,True,-0.2564070456376194,-0.264951022498609,0.562455813032528,2,2,3
756.59,27,17,1,420.65,True,True,False,1.3465742978584119,-2.384986306816197,-1.875095666711889,0,3,0
503.76,22,35,1,447.82,True,False,True,0.9997437364270965,-1.4079777544890721,-1.818284375451577,0,3,1
143.03,63,147,1,7981.45,True,False,False,-0.07139751773949711,0.5846589000350223,0.8003548938334968,2,1,3
245.54,25,180,1,985.06,True,False,False,0.38770378820341406,0.8683748770276689,-1.102215083203402,2,3,1
254.37,51,174,1,8849.26,False,False,True,0.4177602315417484,0.8208582856670551,0.8942436441765896,2,2,3
213.76,78,282,1,3528.72,False,False,False,0.26983010571417987,1.4983620632403263,0.05796478377476858,2,1,3
327.86,40,104,1,480.16,True,False,True,0.6337876064600217,0.10083659739582986,-1.7549850189197698,0,0,1
2.5,47,107,1,12145.27,True,False,True,-3.2464485174914945,0.14054416383328397,1.1822517761093494,1,2,2
300.08,68,47,1,13546.75,False,False,True,0.5584047227267471,-1.0024825681571787,1.2815962773799856,2,1,0
56.98,43,122,2,5688.37,False,False,False,-0.8485975344874717,0.32385735058352016,0.49226779783839775,1,0,2
407.65,26,62,1,8346.64,True,False,True,0.819329319340796,-0.6191850908753941,0.841051710966019,0,3,3
115.83,39,167,1,6481.04,True,True,False,-0.25017002550360695,0.7633186477836235,0.6109332753079133,2,0,3
53.57,69,121,1,1651.33,True,False,False,-0.900370106448762,0.31235095694383214,-0.6325737210603114,1,1,2
63.34,46,165,1,11174.94,False,False,True,-0.7596959729744606,0.7464379023876861,1.1065060265180793,1,2,2
317.87,27,91,1,145.5,True,False,True,0.6074386247192316,-0.08546287308446587,-2.836850585705602,0,3,1
331.65,41,61,1,4172.57,True,False,True,0.6435749643570495,-0.6417379783054457,0.21039833231213248,0,0,0
5.04,56,41,1,5558.36,True,False,False,-2.7803958945697973,-1.1906984568706251,0.47123726202654365,1,2,2
214.54,70,247,1,11151.53,False,False,True,0.2729266810739757,1.3122791263488036,1.1045983692977208,2,1,3
598.81,57,158,1,1415.52,True,True,False,1.1471080141543353,0.6857104936920391,-0.7726618158858668,0,2,1
841.28,26,80,1,1103.64,True,False,True,1.4370874123513344,-0.264951022498609,-0.9989047395323373,0,3,1
38.15,26,108,1,303.68,True,False,True,-1.1840154723228442,0.15353527324540828,-2.1706896214620763,1,3,1
124.72,33,105,1,6309.8,True,True,False,-0.18752984625412758,0.1141971276968075,0.586576380293304,2,0,3
302.45,78,40,1,5133.61,False,True,False,0.5651018821096724,-1.2246645677388348,0.3989302039134236,2,1,0
208.04,47,273,1,9344.98,True,False,True,0.24677222589247982,1.4528079062838402,0.9438251821356382,2,2,3
5.77,23,254,1,1117.97,False,True,False,-2.6829412736259837,1.3515129823488117,-0.9871787009901549,1,3,2
381.33,56,75,1,11835.35,True,False,False,0.7624651538725121,-0.3547600808337047,1.1587373227525772,0,2,3
16.16,50,124,1,14401.17,True,False,False,-1.8885248123737672,0.3465921239927079,1.3372358656776708,1,2,2
486.08,18,68,1,1748.69,True,False,True,0.9692897206794071,-0.49095805941635884,-0.5804878368358022,0,3,1
336.39,21,18,1,1000.46,True,True,False,0.6556598564786543,-2.308777185487954,-1.088116494608095,0,3,0
234.57,23,120,1,263.98,True,False,True,0.3488267314878229,0.3007498594109812,-2.2976993802322627,2,3,1
6.0,30,246,1,5442.76,True,False,True,-2.654405331870064,1.3065840665068678,0.4521204399822935,1,3,2
227.14,18,294,1,341.94,True,False,False,0.32145278311678577,1.5568974803197815,-2.063070741115933,2,3,1
233.74,66,17,1,1066.59,False,False,True,0.3458119749088026,-2.384986306816197,-1.0299419197158102,2,1,0
113.02,69,166,1,6077.96,False,True,False,-0.2709648765199759,0.7549035458136164,0.5525250640515226,2,1,3
45.85,20,92,1,1659.15,True,False,False,-1.0306545353622953,-0.07022461231021401,-0.6282782378275824,1,3,2
514.95,41,142,5,421.93,True,False,True,1.0184722382666005,0.5362168338062946,-1.8723380922889494,0,0,1
415.5,66,141,1,10113.66,True,False,False,0.8355813553765661,0.5263253869442651,1.0157323541325374,0,1,3
265.76,54,92,1,4446.17,True,False,True,0.45503130507169176,-0.07022461231021401,0.2681647131422157,2,2,3
69.4,80,113,1,6452.77,True,False,True,-0.6828135451313844,0.21675328516152695,0.6069568703661575,1,1,2
332.93,35,293,1,2788.2,False,True,False,0.6468552838586602,1.5521113113973015,-0.15625114404070392,0,0,3
267.9,20,160,1,596.16,True,False,True,0.4618560242888243,0.7033297905292123,-1.5584898900189428,2,3,1
496.03,61,265,1,12904.66,True,True,False,0.9865620995834449,1.411041135107098,1.2374232375737553,0,1,3
376.26,37,245,1,9062.4,True,False,False,0.7510628373755638,1.3008659029106446,0.9158936921258518,0,0,3
83.02,36,171,1,9009.56,False,False,True,-0.5317493706809422,0.7964854814014117,0.9105742209188303,1,0,3
93.26,20,72,1,1152.2,False,False,True,-0.43352177147637483,-0.4115271643577854,-0.9597656945266677,1,3,1
803.37,68,129,1,12168.37,False,True,False,1.3977516876802665,0.40187471512749245,1.1839803348346927,0,1,3
35.76,23,122,1,611.86,True,True,False,-1.2378177170460563,0.32385735058352016,-1.5348802584583447,1,3,1
28.53,62,99,1,8670.53,True,False,True,-1.4248769645885957,0.03206562205337691,0.8756830540322462,1,1,2
139.53,53,177,1,10098.86,False,False,True,-0.09240983818720289,0.8448168011839348,1.0144001950420702,2,2,3
307.57,33,285,1,5307.74,True,True,False,0.5793932039484121,1.5132253861334193,0.42927133392159855,2,0,3
60.65,56,53,1,1047.28,False,True,False,-0.7961747383449334,-0.8364643884938406,-1.046547845154872,1,2,1
74.86,70,125,1,6921.48,True,True,False,-0.6190126371589587,0.3578234614517305,0.6707399401212327,1,1,2
117.97,51,137,1,1475.46,True,True,False,-0.2346661662228924,0.48605049291076574,-0.7349574885748342,2,2,1
231.91,34,165,1,112.76,True,False,False,0.33912714611055556,0.7464379023876861,-3.066960718743841,2,0,1
126.21,75,268,1,5669.66,True,True,False,-0.17746635045377832,1.4268490622162866,0.4892710345833099,2,1,3
506.28,53,162,2,1309.95,False,False,True,1.0039973857365865,0.720731559622854,-0.8431238693233377,0,2,1
304.35,31,36,1,4057.1,True,True,False,0.5704332455390305,-1.3693582046192263,0.18487323330894295,2,0,0
281.85,22,109,1,1585.98,True,False,False,0.5050558855683926,0.16640774073217907,-0.6692858645211518,2,3,1
777.88,31,17,1,6825.55,True,True,False,1.3702464255687383,-2.384986306816197,0.6580445174223104,0,0,0
119.18,56,96,1,5516.5,True,True,False,-0.22602292542561592,-0.010867404357589507,0.4643611592765483,2,2,3
177.19,76,43,1,5343.3,True,False,True,0.11038758607404464,-1.1251273135342772,0.43534495286058084,2,1,0
260.88,22,36,1,903.05,True,True,False,0.43926136442467556,-1.3693582046192263,-1.1812120148191718,2,3,0
169.47,24,19,1,1806.16,True,False,True,0.07255691162274112,-2.236477984540204,-0.5510862224551325,2,3,0
73.23,26,14,1,787.74,True,True,False,-0.6375654961187565,-2.6419731708720966,-1.305347143510861,1,3,0
792.57,19,164,1,770.37,True,False,False,1.386205786884937,0.7379211067274094,-1.3256062495312009,0,3,1
237.06,71,46,1,1182.77,True,False,True,0.35780767710575634,-1.0321578830380795,-0.9359630721048959,2,1,0
34.17,54,54,1,726.55,False,False,True,-1.2755849994636013,-0.8106008115949455,-1.3788140640423585,1,2,1
740.25,41,123,1,14464.3,True,False,True,1.3279503432348834,0.3352705740216789,1.3412149715219919,0,0,3
453.54,58,82,1,12046.3,True,False,False,0.9102325324410527,-0.23057064993943838,1.1748085061901634,0,2,3
300.47,73,100,1,7885.64,True,True,False,0.55951040283958,0.046090866063135554,0.7893693432792701,2,1,3
110.93,19,201,1,1952.35,False,True,False,-0.2867665923825982,1.0230994183902602,-0.4803164868203155,1,3,1
201.69,59,299,1,7328.52,True,False,False,0.22042386691207377,1.580587540375732,0.722720042825835,2,2,3
399.21,59,109,1,3210.39,True,False,False,0.8015037762111592,0.16640774073217907,-0.028021071807350962,0,2,3
630.36,62,52,1,1363.65,True,False,False,1.1908939214956182,-0.8628114246303165,-0.80660064126184,0,1,1
10.94,60,245,1,1241.99,False,False,False,-2.198309465119336,1.3008659029106446,-0.891552584844765,1,2,2
215.9,38,235,1,7873.28,True,False,False,0.2782991313288626,1.2423709783804504,0.7879424393686945,2,0,3
226.37,49,141,1,9840.04,False,True,False,0.31856508928912003,0.5263253869442651,0.9907826256692169,2,2,3
444.89,43,101,1,10328.23,False,True,False,0.8938214422250339,0.05997792808235614,1.0348299696771335,0,0,3
280.57,25,24,1,293.24,False,False,True,0.5011818264734952,-1.9219514826008728,-2.2024096382713134,2,3,1
488.54,52,132,1,7486.63,True,True,False,0.9735926908272348,0.4340325827799735,0.7421364503505639,0,2,3
3.3,50,131,1,11385.37,False,True,False,-3.0706225033983743,0.42339460478807844,1.123476517963471,1,2,2
199.39,69,165,1,7264.79,True,True,False,0.21067623275724237,0.7464379023876861,0.7147750942980913,2,1,3
20.36,62,75,1,2762.48,True,True,False,-1.7015208119136427,-0.3547600808337047,-0.1646792339013159,1,1,2
113.64,62,32,1,6675.03,True,False,True,-0.2663329626401794,-1.5306224998661702,0.6377605374047903,2,1,0
493.11,53,236,1,7432.99,True,True,False,0.9815293302509935,1.2483309254984325,0.7355956273484774,0,2,3
307.41,19,14,1,1057.0,True,False,False,0.5789502007848554,-2.6419731708720966,-1.038151099911025,2,3,0
11.18,43,161,1,5956.89,True,False,True,-2.181311137592364,0.7120575298285143,0.5342231684669251,1,0,2
313.82,59,151,1,7261.59,True,True,False,0.5965206520171544,0.6222484714934199,0.7143743286138496,0,2,3
51.0,64,107,1,4943.16,True,True,False,-0.9415741929238695,0.14054416383328397,0.36454410771475376,1,1,2
140.98,60,100,1,8127.48,True,True,False,-0.08364193164262514,0.046090866063135554,0.8168475688483169,2,2,3
288.04,68,63,1,1748.02,True,False,False,0.5235465717708153,-0.5969873818252863,-0.5808362740996601,2,1,1
800.55,31,108,1,9660.22,True,False,False,1.3947519479906232,0.15353527324540828,0.9740052861926692,0,0,3
485.54,46,143,1,6371.51,True,False,False,0.9683422577227015,0.5460393501651769,0.5954292505410401,0,2,3
521.15,54,214,1,9442.47,True,False,False,1.0286749492344374,1.1110119833407428,0.9532659568237809,0,2,3
321.79,63,61,1,5959.2,False,False,False,0.6178748735266502,-0.6417379783054457,0.53457583403302,0,1,0
304.93,65,158,1,13531.22,True,False,False,0.5720541068596722,0.6857104936920391,1.2805528047611392,2,1,3
432.08,40,145,1,11500.62,True,False,False,0.8689234831225623,0.5654813879693391,1.1326386106859683,0,0,3
694.2,61,72,1,1389.37,True,False,False,1.2731673336141403,-0.4115271643577854,-0.7896136462681135,0,1,1
116.86,55,171,1,6706.56,True,False,False,-0.24267275208387393,0.7964854814014117,0.6420471070426956,2,2,3
386.81,57,149,1,7175.29,False,False,True,0.7746207462768374,0.6035789880486072,0.7034990549746417,0,2,3
74.88,25,202,1,420.67,True,False,False,-0.6187874789217541,1.030060051762167,-1.8750525152683495,1,3,1
195.76,75,99,1,7323.53,True,True,False,0.19506194876968502,0.03206562205337691,0.722100458209087,2,1,3
134.7,50,106,1,8395.85,True,False,False,-0.12228281315964108,0.1274322051568539,0.8463990832899682,2,2,3
890.24,33,161,1,5140.93,False,False,True,1.485347264711153,0.7120575298285143,0.40022625455245353,0,0,3
361.27,63,180,1,7945.57,True,False,False,0.7164319798048455,0.8683748770276689,0.7962564230420415,0,1,3
131.56,44,42,1,5873.54,True,True,False,-0.14227919790938748,-1.1575316232528368,0.521405867660267,2,0,0
485.51,76,37,1,3074.45,False,False,True,0.9682895900631878,-1.3317686331608292,-0.06737066888068077,0,1,0
547.87,64,131,1,6155.76,True,False,False,1.0713021605595454,0.42339460478807844,0.5640945390738621,0,1,3
457.3,28,15,1,8318.29,True,False,True,0.9172689816986747,-2.5510044864795347,0.8379567469522095,0,3,0
506.24,58,64,1,230.09,True,False,False,1.0039300326814797,-0.5751338371996321,-2.422197661574166,0,2,1
486.59,57,119,1,2513.56,True,True,False,0.970183582809931,0.2890524861092763,-0.250554312012759,0,2,3
163.68,41,292,1,10090.05,True,True,False,0.043042068938277736,1.5473088352238284,1.0136062731528124,2,0,3
581.65,22,176,1,480.19,True,False,False,1.1223155760905315,0.8368757920485562,-1.7549282976509424,0,3,1
52.01,48,85,1,1120.88,True,False,False,-0.9251432673215689,-0.18052307092571282,-0.9848158399592285,1,2,1
630.24,21,62,1,370.81,True,False,False,1.1907315636111648,-0.6191850908753941,-1.989536993046934,0,3,1
523.74,43,159,1,13498.55,True,False,False,1.032901221970345,0.6945476724411692,1.2783537674638539,0,0,3
705.6,40,124,3,14804.7,True,True,False,1.2870600219026964,0.3465921239927079,1.3623756361326071,0,0,3
217.5,46,35,1,3057.4,False,True,False,0.2845766994514836,-1.4079777544890721,-0.07242833415508768,2,2,0
91.48,51,141,1,14942.78,True,False,False,-0.4498054951066371,0.5263253869442651,1.3708208810929297,1,2,3
5.25,39,49,1,14143.32,True,False,False,-2.7512036421758856,-0.9449429302737483,1.3208003261890229,1,0,2
54.03,56,161,1,6736.3,False,False,False,-0.893200294764203,0.7120575298285143,0.6460718960784952,1,2,2
736.73,48,10,1,3313.07,True,True,False,1.3238846079039523,-3.0791444181885255,0.0006120241488629097,0,2,0
368.91,54,14,1,829.71,True,True,False,0.7342577860272006,-2.6419731708720966,-1.2581814289961297,0,2,0
33.06,53,170,1,1540.87,False,False,True,-1.3029770022969116,0.7882666511567585,-0.6955205529566354,1,2,2
66.5,32,144,1,6820.23,False,False,True,-0.718743418583082,0.5557938900878199,0.6573352543087632,1,0,2
177.08,35,85,1,13475.14,True,False,True,0.10986014813398093,-0.18052307092571282,1.2767747508714777,2,0,3
588.54,32,130,1,714.45,True,True,False,1.132356741766684,0.41267572884836967,-1.3940716895629495,0,0,1
173.5,21,282,1,1306.91,True,False,False,0.09251419373803112,1.4983620632403263,-0.8452359924376153,2,3,1
78.33,56,189,1,7255.33,False,False,True,-0.580809761518503,0.9367749734327508,0.7135898198836386,1,2,3
40.66,59,156,1,1153.84,True,True,False,-1.1309384858464655,0.66786816186198,-0.9584728142119179,1,2,2
97.22,77,55,1,6647.73,False,True,False,-0.39837149191821336,-0.7852032705387315,0.6340326602521245,1,1,0
34.07,22,81,1,8709.77,True,True,False,-1.2780170562545212,-0.2476560154117102,0.8797905791549616,1,3,2
492.06,23,74,1,857.9,True,False,True,0.9797123281247212,-0.3734295642785173,-1.2278210883399583,0,3,1
842.01,53,185,1,509.45,False,False,True,1.4378273688093384,0.9067839400169105,-1.7012246104852584,0,2,1
73.55,51,158,1,2812.06,True,False,False,-0.6338912857787083,0.6857104936920391,-0.1485017536872611,1,2,2
760.53,57,118,1,6179.91,True,False,True,1.3510049028815987,0.2772572257008039,0.567656115539825,0,2,3
273.08,26,134,1,6609.3,False,True,False,0.47815337545610637,0.45507066577261496,0.6287589340286545,2,3,3
371.69,67,143,1,3484.32,True,True,False,0.7406529222711173,0.5460393501651769,0.04644839411998634,0,1,3
218.96,18,13,1,754.21,True,False,False,0.290264998270679,-2.739220375192981,-1.3448679996295467,2,3,0
227.39,18,65,1,751.09,True,False,True,0.32238825050476294,-0.5536139475390461,-1.3486342852155677,2,3,1
237.99,39,86,1,8510.09,False,True,False,0.36113793234289693,-0.1642277981834041,0.8586930444948493,2,0,3
186.6,58,13,1,1508.72,True,False,True,0.15434291625269653,-2.739220375192981,-0.7146908391457264,2,2,0
341.15,18,148,1,511.37,True,False,True,0.6676260756074905,0.594150689394253,-1.6978090635289336,0,3,1
434.58,59,215,1,12648.32,True,False,False,0.8738399068449315,1.1175527161604086,1.2191711251813961,0,2,3
312.88,54,44,1,233.21,False,True,False,0.5939665241339218,-1.0934512525497413,-2.409996932496943,0,2,1
75.15,23,154,1,1092.92,True,False,False,-0.6157536377089692,0.6497970759610099,-1.0077766599581937,1,3,1
23.3,59,161,1,6711.15,True,False,False,-1.591374334710184,0.7120575298285143,0.642669446453951,1,2,2
